FeltenDim,Problem,Subproblem,Dataset,Title,Metric,Date,Algorithm,Metric Performance,Source
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-11-20,DDQN (tuned) noop,117282,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-11-20,Duel hs,124566,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-11-20,Duel noop,143570,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-12-08,DDQN (tuned) hs,113782,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-12-08,Prior+Duel hs,127853,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2016-01-06,Prior hs,127512,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2016-01-06,Prior noop,141161,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2016-02-24,DDQN+Pop-Art noop,119679,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2016-04-05,Prior+Duel noop,162224,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2016-04-10,A3C FF (1 day) hs,101624,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2016-04-10,A3C FF hs,112646,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2016-04-10,A3C LSTM hs,138518,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2017-03-10,ES FF (1 hour) noop,26430,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2017-07-21,C51 noop,179877,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2015-09-22,DQN hs,15917.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2015-09-22,DQN noop,23633,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2015-11-20,Duel hs,33996,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2015-11-20,DDQN (tuned) noop,35338.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2015-11-20,Duel noop,42214,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2015-12-08,DDQN (tuned) hs,27510,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2015-12-08,Prior+Duel hs,34415,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2016-01-06,Prior hs,23666.5,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2016-01-06,Prior noop,31286.5,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2016-02-24,DDQN+Pop-Art noop,11099,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2016-04-05,Prior+Duel noop,41324.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2016-04-10,A3C FF (1 day) hs,36242.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2016-04-10,A3C FF hs,56533,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2016-04-10,A3C LSTM hs,233021.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Defender,Raw Score,2017-07-21,C51 noop,47092,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2012-07-14,SARSA,0,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2012-07-19,Best linear,520.5,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-02-26,Nature DQN,9711,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-07-15,Gorila,14880.1,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-09-22,DQN noop,12149.4,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-09-22,DQN hs,12550.7,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-11-20,Duel hs,56322.8,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-11-20,DDQN (tuned) noop,58044.2,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-11-20,Duel noop,60813.3,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-12-08,DDQN (tuned) hs,69803.4,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2015-12-08,Prior+Duel hs,73371.3,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2016-01-06,Prior hs,61277.5,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2016-01-06,Prior noop,71846.4,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2016-02-24,DDQN+Pop-Art noop,63644.9,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2016-04-05,Prior+Duel noop,72878.6,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2016-04-10,A3C FF (1 day) hs,84997.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2016-04-10,A3C FF hs,113308.4,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2016-04-10,A3C LSTM hs,115201.9,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2017-03-10,ES FF (1 hour) noop,1166.5,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Demon Attack,Raw Score,2017-07-21,C51 noop,130955,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2012-07-14,SARSA,-16,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2012-07-19,Best linear,-13.1,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-02-26,Nature DQN,-18.1,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-07-15,Gorila,-11.3,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-09-22,DQN noop,-6.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-09-22,DQN hs,-6,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-11-20,DDQN (tuned) noop,-5.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-11-20,Duel hs,-0.8,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-11-20,Duel noop,0.1,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-12-08,Prior+Duel hs,-10.7,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2015-12-08,DDQN (tuned) hs,-0.3,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2016-01-06,Prior hs,16,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2016-01-06,Prior noop,18.5,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2016-02-24,DDQN+Pop-Art noop,-11.5,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2016-04-05,Prior+Duel noop,-12.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2016-04-10,A3C FF hs,-0.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2016-04-10,A3C FF (1 day) hs,0.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2016-04-10,A3C LSTM hs,0.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2017-03-10,ES FF (1 hour) noop,0.2,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Double Dunk,Raw Score,2017-07-21,C51 noop,2.5,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2012-07-14,SARSA,159.4,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2012-07-19,Best linear,129.1,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2013-12-19,DQN best,661,Playing Atari with Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-02-26,Nature DQN,301.8,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-07-15,Gorila,71,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-09-22,DQN hs,626.7,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-09-22,DQN noop,729,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-11-20,DDQN (tuned) noop,1211.8,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-11-20,Duel hs,2077.4,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-11-20,Duel noop,2258.2,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-12-08,DDQN (tuned) hs,1216.6,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2015-12-08,Prior+Duel hs,2223.9,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2016-01-06,Prior hs,1831,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2016-01-06,Prior noop,2093,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2016-02-24,DDQN+Pop-Art noop,2002.1,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Enduro,Raw Score,2016-04-05,Prior+Duel noop,2306.4,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
